genre,hex_colour,x,y,r,g,b
turkish psych,#8d8422,655,6757,141,132,34
french shoegaze,#988885,181,12097,152,136,133
lustrum,#948b1e,915,11999,148,139,30
pop r&b,#969104,915,13321,150,145,4
north carolina hip hop,#a4820e,1022,10256,164,130,14
experimental black metal,#be5088,141,9852,190,80,136
volkstumliche musik,#b6830e,799,14189,182,131,14
mandopop,#8b9106,586,11080,139,145,6
marathi devotional,#838e09,849,8954,131,142,9
ngoni,#8c8f37,1026,8012,140,143,55
reggaeton mexicano,#b0900d,1100,16493,176,144,13
marimba orquesta,#a1964b,1149,11359,161,150,75
west coast trap,#a98303,1078,12476,169,131,3
hiplife,#b88411,1106,14717,184,132,17
ghanaian traditional,#7a6f71,1204,5344,122,111,113
old school thrash,#e5443e,243,10810,229,68,62
thrash metal,#e6443f,248,11056,230,68,63
hardcore punk espanol,#e84820,328,9686,232,72,32
mainland se asia metal,#d25d3f,261,12895,210,93,63
ensemble stars,#e06900,423,17075,224,105,0
japanese post-hardcore,#d85a34,206,13526,216,90,52
french death metal,#e14c76,170,11939,225,76,118
salay,#bd8605,862,11447,189,134,5
belgian death metal,#e14781,170,12503,225,71,129
voidgaze,#c545b0,33,10296,197,69,176
nordic folk metal,#d26242,202,14914,210,98,66
polish classical piano,#1da5d9,506,35,29,165,217
instrumental djent,#d76dc1,263,16316,215,109,193
swedish melodeath,#e9475b,157,14570,233,71,91
florida hardcore,#e84c36,265,9746,232,76,54
chaotic hardcore,#de455e,139,10048,222,69,94
doom metal,#ba6c63,155,9925,186,108,99
russian metalcore,#e75933,241,15824,231,89,51
metal nortista,#e04748,204,11043,224,71,72
trio huasteco,#789a0c,921,5756,120,154,12
frevo,#9a743e,836,8187,154,116,62
deathcore,#e8454f,212,13683,232,69,79
chaabi marocain,#c67409,806,10157,198,116,9
swedish stoner rock,#bf713d,258,9524,191,113,61
goregrind,#e4328b,150,10023,228,50,139
folclor afrocolombiano,#a98810,1098,9153,169,136,16
mexican death metal,#e5416b,192,9718,229,65,107
italian folk metal,#d3641f,219,14878,211,100,31
float house,#a88dbc,1147,17955,168,141,188
japanese house,#ac8dbd,1174,17967,172,141,189
swedish techno,#b490cd,1220,18608,180,144,205
indie game soundtrack,#7494b7,517,9522,116,148,183
skweee,#a2888a,1093,16835,162,136,138
chiptune,#a286a5,621,15330,162,134,165
dub punk,#bb742d,853,14424,187,116,45
greek downtempo,#9b8e95,935,16809,155,142,149
convent,#1ab75c,161,542,26,183,92
reggae,#8a8f20,1208,13290,138,143,32
chinese classical,#26988f,336,1401,38,152,143
swedish contemporary classical,#229c7a,217,1730,34,156,122
polish jazz,#5f927f,607,4866,95,146,127
poetry,#337f07,1267,4333,51,127,7
vlaamse cabaret,#847007,1013,6202,132,112,7
raggatek,#e97b77,931,18286,233,123,119
turkish jazz,#758f2d,602,6128,117,143,45
musica campineira,#908d14,621,10404,144,141,20
cha-cha-cha,#7f8540,959,5155,127,133,64
dortmund indie,#bd7423,500,15482,189,116,35
chanson quebecois,#7c900b,664,6904,124,144,11
brazilian modern jazz,#669883,828,5296,102,152,131
north carolina indie,#8c8728,465,7868,140,135,40
umbanda,#858608,905,6868,133,134,8
manitoba indie,#888d1b,543,9783,136,141,27
hampton roads indie,#a68225,440,10560,166,130,37
latin ska,#d27214,731,13485,210,114,20
slovak folk,#74980c,584,5557,116,152,12
post-hardcore,#c85d3f,299,10553,200,93,63
ecuadorian pop,#a88c06,984,12576,168,140,6
iskelma,#968805,670,10688,150,136,5
korean trap,#b18f0b,1014,14020,177,143,11
png pop,#9b8a14,880,15722,155,138,20
youth orchestra,#2590aa,177,1464,37,144,170
greek rock,#b57a32,371,14252,181,122,50
schlager,#c47b03,741,15822,196,123,3
balafon,#7f9671,1091,5782,127,150,113
indie pop rap,#ad860a,955,13965,173,134,10
turkce kadin rap,#9c9113,1050,15356,156,145,19
assyrian pop,#ae8303,739,13642,174,131,3
german drill,#a78c16,1091,12350,167,140,22
finnish trap,#9d9408,1082,16266,157,148,8
rap latina,#ac8e06,1126,14779,172,142,6
swedish reggae,#a88a0f,1087,13958,168,138,15
flint hip hop,#a58c05,1065,14220,165,140,5
school ensemble,#608384,517,4674,96,131,132
violin,#2ba466,401,885,43,164,102
cosmic uplifting trance,#e472bf,561,18895,228,114,191
nordic house,#c18026,845,17467,193,128,38
pune indie,#7b9627,604,9948,123,150,39
song poem,#6f8425,763,5780,111,132,37
fingerstyle,#4da7af,885,4409,77,167,175
canadian blues,#987f0e,719,8524,152,127,14
vancouver metal,#d0575a,235,12491,208,87,90
classic australian country,#7c8f05,874,7772,124,143,5
ye ye,#828a07,618,5918,130,138,7
german country,#a0841d,774,11423,160,132,29
spanish invasion,#948414,694,6620,148,132,20
future rock,#d87066,391,17442,216,112,102
folk rock,#838410,694,6671,131,132,16
australian talent show,#a48605,607,12098,164,134,5
reggae maghreb,#b08415,893,12924,176,132,21
sesame street,#847204,1067,7443,132,114,4
traditional country,#539411,903,4105,83,148,17
singing bowl,#27a0bc,131,3322,39,160,188
canadian indie folk,#689a24,520,6707,104,154,36
chinese minyao,#6d9b1c,599,7657,109,155,28
progressive rock,#947f3e,399,8372,148,127,62
lithuanian rock,#b17d1c,531,14298,177,125,28
christian metal,#cf6024,322,13796,207,96,36
german trap,#96980e,1054,14424,150,152,14
musica indigena latinoamericana,#918f0e,919,8751,145,143,14
japanese singer-songwriter,#908d11,591,10622,144,141,17
deep discofox,#e86908,849,17978,232,105,8
indiana hip hop,#9f8c07,1005,12936,159,140,7
pop nacional,#ac8b07,925,13410,172,139,7
austin hip hop,#919107,1016,11664,145,145,7
carnaval,#cb780b,779,16201,203,120,11
canadian psychedelic rock,#b07b5d,276,10676,176,123,93
traditional reggae,#9c8d13,1122,14609,156,141,19
mahraganat,#d7780c,1117,17125,215,120,12
tanzanian traditional,#778922,808,5383,119,137,34
classical era,#20a398,450,738,32,163,152
rock catala,#928813,674,9538,146,136,19
north dakota indie,#818a2e,489,7338,129,138,46
choral,#249f41,219,1018,36,159,65
israeli singer-songwriter,#7c940a,660,7312,124,148,10
classical guitar,#28acd6,923,920,40,172,214
zim gospel,#9e8805,633,10293,158,136,5
nuevo folklore mexicano,#7a940b,808,7895,122,148,11
rock curitibano,#c27012,497,12955,194,112,18
oaxaca indie,#89911c,808,10021,137,145,28
brazilian gospel,#948f14,522,10366,148,143,20
cybergrind,#d04382,226,11693,208,67,130
jazz mexicano,#759063,795,6632,117,144,99
israeli rock,#868f10,594,9275,134,143,16
lafayette indie,#a08417,533,10491,160,132,23
zim hip hop,#ae8c10,986,14257,174,140,16
college a cappella,#7e9104,526,7042,126,145,4
indonesian blues,#ad7914,467,9373,173,121,20
pinoy rock,#a48012,543,11693,164,128,18
bubblegrunge,#a37e2a,399,10181,163,126,42
american oi,#e2501d,361,11534,226,80,29
boom bap,#b77412,911,10930,183,116,18
musica cabo-verdiana,#9e8817,866,11117,158,136,23
entehno,#739514,607,6053,115,149,20
anadolu rock,#8e8422,591,8028,142,132,34
nz singer-songwriter,#789418,550,7942,120,148,24
chicano punk,#e4532c,361,10761,228,83,44
chinese new year,#9e8e07,694,11287,158,142,7
polish hip hop,#b3820b,1031,13074,179,130,11
danish hip hop,#ac8409,1043,14107,172,132,9
west australian hip hop,#ae830c,1020,12176,174,131,12
italian underground hip hop,#bb7910,984,10906,187,121,16
south african metal,#da5c61,280,15078,218,92,97
kyrgyz hip hop,#a78b15,1039,12150,167,139,21
cosmic post-rock,#7f8fca,219,10244,127,143,202
boom bap brasileiro,#a88012,1084,10819,168,128,18
malawian pop,#9e8e09,1045,10400,158,142,9
manele,#c2880c,1149,16179,194,136,12
drone rock,#8f71b8,120,8150,143,113,184
experimental house,#ae8cb7,1078,17682,174,140,183
lullaby,#2da68e,559,4687,45,166,142
lithuanian electronic,#a391af,1131,17857,163,145,175
south african deep house,#969799,1296,18756,150,151,153
uk reggae,#99901c,1167,16240,153,144,28
german tech house,#b093c9,1424,19414,176,147,201
classic peruvian pop,#948d14,1009,7711,148,141,20
mevlevi sufi,#519b5b,448,3600,81,155,91
italian jazz,#4a9c82,726,3398,74,156,130
latin american classical piano,#22a3ce,559,468,34,163,206
rock of gibraltar,#838912,589,6522,131,137,18
jazz composition,#5a9a93,774,4788,90,154,147
galway indie,#7e8e28,538,8041,126,142,40
autoharp,#6e9728,711,5905,110,151,40
st petersburg fl indie,#a08328,438,10317,160,131,40
latin jazz,#868649,988,5233,134,134,73
grime brasileiro,#9e8c18,1041,11122,158,140,24
spanish folk rock,#988b17,584,10847,152,139,23
filmi,#89861a,772,6324,137,134,26
beninese pop,#9d871a,972,10437,157,135,26
southern gospel,#778f0e,538,7325,119,143,14
tollywood,#af7f07,1007,13233,175,127,7
indian folk,#9f8416,758,11472,159,132,22
haitian dance,#b37e18,964,13124,179,126,24
norwegian alternative rock,#b96c4c,288,10883,185,108,76
chinese punk,#d45f1d,423,13744,212,95,29
rhode island rap,#9c8705,988,10231,156,135,5
italian post-hardcore,#bc6f53,286,10280,188,111,83
russian folk rock,#948710,576,9723,148,135,16
classic indonesian rock,#af7d11,478,12650,175,125,17
magyar mulatos,#cd7a0d,925,17037,205,122,13
talent show,#a68804,621,14362,166,136,4
pinoy trap,#969409,1031,13840,150,148,9
finnish post-punk,#c56944,307,12821,197,105,68
hjemmesnekk,#b0871e,1095,15861,176,135,30
indian underground rap,#91940b,1113,12014,145,148,11
rap sardegna,#ad7f08,1089,13297,173,127,8
guaracha,#ca7e76,1225,18237,202,126,118
oc rap,#929404,1048,12138,146,148,4
scam rap,#9f9102,1067,13360,159,145,2
roots reggae,#8b8f1c,1209,13651,139,143,28
pipa,#36a6b1,874,1742,54,166,177
guided meditation,#2b7bb1,159,3057,43,123,177
actors,#c96e15,482,15937,201,110,21
irish rebel song,#788e0b,576,6213,120,142,11
tech trance,#e96bb9,646,18933,233,107,185
jazz trumpet,#578c64,889,3170,87,140,100
classical harp,#1cafb6,627,775,28,175,182
death industrial,#935eaa,113,8454,147,94,170
choro contemporaneo,#729c93,974,5079,114,156,147
folk rock italiano,#86890b,719,7152,134,137,11
spanish rock,#ac840f,564,13843,172,132,15
musica paranaense,#7b9416,774,8942,123,148,22
euphoric hardstyle,#e26d3a,508,17378,226,109,58
afghan pop,#b77b14,804,10256,183,123,20
nashville singer-songwriter,#74920c,613,7592,116,146,12
birmingham indie,#a9801e,425,12883,169,128,30
desi pop,#938414,767,7941,147,132,20
swedish indie folk,#649f37,536,6287,100,159,55
scottish singer-songwriter,#739415,610,7400,115,148,21
desi hip hop,#b78413,1056,15217,183,132,19
brazilian surf rock,#d06c81,397,12539,208,108,129
birmingham hip hop,#a98213,1045,9689,169,130,19
garage rock mexicano,#cd6939,343,14496,205,105,57
israeli classical piano,#1ba6dc,493,428,27,166,220
uk contemporary r&b,#88940b,870,11472,136,148,11
egyptian hip hop,#998d13,1011,10498,153,141,19
pop romantico,#868e07,607,6546,134,142,7
kansas hip hop,#a18a05,1024,11529,161,138,5
r&b en espanol,#999709,1056,13741,153,151,9
deep downtempo fusion,#6d9ca6,363,7042,109,156,166
pakistani hip hop,#a68f0c,1076,13372,166,143,12
canadian latin,#b1840f,968,15482,177,132,15
dutch hip hop,#a78b0e,1102,14009,167,139,14
turkish trap,#aa8d1c,1045,15277,170,141,28
afro-cuban percussion,#9d785a,1058,5521,157,120,90
tanci,#458014,1185,414,69,128,20
central asian hip hop,#a48c09,1047,13633,164,140,9
comedy rock,#599304,1172,6204,89,147,4
hinos ccb,#469f18,683,4878,70,159,24
disney portugues,#649808,692,6374,100,152,8
children's story,#498009,1248,5445,73,128,9
deep big room,#e17853,584,17365,225,120,83
viola da gamba,#21a173,305,1742,33,161,115
jazz clarinet,#5c8288,972,2943,92,130,136
eau claire indie,#7a8f3b,463,7128,122,143,59
rhythm and boogie,#927b12,860,5769,146,123,18
poezja spiewana,#6f9409,777,6448,111,148,9
sacred steel,#977a63,615,7004,151,122,99
chutney,#8c821e,806,6201,140,130,30
korean classical performance,#27a3af,421,1365,39,163,175
ska espanol,#cc7414,788,14952,204,116,20
sega,#a5860c,1028,11553,165,134,12
uk rockabilly,#c06e11,783,10786,192,110,17
greek drill,#9f961a,1071,13321,159,150,26
tulsa indie,#a48220,436,12870,164,130,32
swedish hip hop,#ac840e,1020,11135,172,132,14
malayalam worship,#8e9508,795,11704,142,149,8
balkan trap,#9f9707,1060,15673,159,151,7
classic cantopop,#7f9104,610,9624,127,145,4
swamp blues,#898023,919,7637,137,128,35
spa,#5058cc,109,3398,80,88,204
melodic rap,#949c02,1078,15634,148,156,2
trap mexicano,#9f8f07,1102,14499,159,143,7
deep southern trap,#a18b04,1089,14803,161,139,4
japanese black metal,#c24c83,67,10700,194,76,131
folklore surero,#509d2a,1082,2209,80,157,42
musique mandingue,#998921,1007,8402,153,137,33
metal pernambucano,#dd5053,235,12648,221,80,83
timba,#bc8007,1033,8664,188,128,7
venezuelan metal,#dc5049,190,12685,220,80,73
seattle metal,#d45662,166,10847,212,86,98
huayno popular,#c18b03,937,8611,193,139,3
swedish post-hardcore,#d65f32,219,13575,214,95,50
virginia metal,#e1475d,206,11155,225,71,93
german grindcore,#e93a77,215,12564,233,58,119
mexican thrash metal,#e7474c,267,9938,231,71,76
melodic black metal,#d84c7f,95,11769,216,76,127
denver metal,#e14c71,173,12394,225,76,113
dutch stoner rock,#ba7266,213,9986,186,114,102
chinese wind,#32ac88,359,2032,50,172,136
uk metalcore,#dd591c,215,14348,221,89,28
brazilian thrash metal,#ea413f,271,10945,234,65,63
british choir,#26973e,109,714,38,151,62
salsa venezolana,#b58607,1093,9129,181,134,7
progressive sludge,#c0658d,163,10467,192,101,141
texas metal,#e04a4a,245,10381,224,74,74
gothic metal,#c27236,208,13919,194,114,54
celtic metal,#cb682d,204,13249,203,104,45
metal paraguayo,#dd5046,224,11460,221,80,70
belgian black metal,#cb4298,45,10072,203,66,152
kazakh traditional,#689882,845,6263,104,152,130
moog,#628ba7,540,5944,98,139,167
j-ambient,#5a96b0,474,6152,90,150,176
swedish electronic,#b18fc6,1199,18447,177,143,198
drone,#518dc0,248,5521,81,141,192
scratch,#a1775a,1122,14673,161,119,90
lo-fi vgm,#8394a5,974,14729,131,148,165
bulgarian experimental,#7d7db0,349,8236,125,125,176
future garage,#ac8b98,988,17049,172,139,152
yunnan traditional,#419827,680,3802,65,152,39
korean soundtrack,#599cbd,387,7177,89,156,189
indie emo,#b27947,586,12870,178,121,71
danish electronic,#bc8474,1031,18029,188,132,116
grave wave,#a9807c,474,14825,169,128,124
cinematic dubstep,#ad8aa2,1100,17555,173,138,162
vapor house,#b4878b,1113,17542,180,135,139
norwegian space disco,#ac8dae,1136,18005,172,141,174
lo-fi house,#ac88b2,1136,17239,172,136,178
doujin,#b38058,703,15280,179,128,88
virginia indie,#82803f,618,9460,130,128,63
deep hardcore,#c36e69,860,17414,195,110,105
chill beats,#87a1b5,964,16102,135,161,181
minimal dub,#bc8bd5,1115,18447,188,139,213
frankfurt electronic,#b989c0,1243,19021,185,137,192
classical bass,#359030,405,664,53,144,48
jazz flute,#59965a,929,4270,89,150,90
polish choir,#2d9c33,206,738,45,156,51
women's music,#6c9508,713,6880,108,149,8
trova,#63980d,841,5358,99,152,13
euro hi-nrg,#dc7638,905,18731,220,118,56
israeli jazz,#5c99a9,765,4371,92,153,169
hindi worship,#869416,543,9845,134,148,22
jazz,#509064,913,2841,80,144,100
traditional rockabilly,#a6730c,895,6595,166,115,12
musica sul-mato-grossense,#918f09,793,10511,145,143,9
musica potiguar,#8b920e,862,9174,139,146,14
eurobeat,#d4792f,559,17820,212,121,47
norwegian singer-songwriter,#639c1a,536,6386,99,156,26
rumba,#858b38,887,6608,133,139,56
hardstyle,#e7672d,444,17252,231,103,45
viola caipira,#769a34,874,5732,118,154,52
orquesta tipica,#4f9160,999,2058,79,145,96
christian indie,#829410,425,9103,130,148,16
classic sinhala pop,#918f0d,849,9824,145,143,13
forro gospel,#c18407,885,12873,193,132,7
acid rock,#a26e2c,469,7807,162,110,44
soul flow,#b07c09,915,11876,176,124,9
anime,#be7727,409,15103,190,119,39
chinese singer-songwriter,#83960f,559,11043,131,150,15
gabonese pop,#aa8816,1020,12376,170,136,22
south african trap,#959406,1016,11080,149,148,6
ottawa rap,#95930e,1073,13915,149,147,14
polynesian hip hop,#a98404,1054,13596,169,132,4
cumbia salvadorena,#a08f09,1188,12658,160,143,9
german shoegaze,#a37f70,219,12418,163,127,112
tex-mex,#a78b09,1063,9615,167,139,9
dweilorkest,#926b0b,895,6831,146,107,11
disney norsk,#708e0d,607,5730,112,142,13
alaska indie,#7b9218,607,7387,123,146,24
michigan folk,#6f9716,736,7089,111,151,22
benga,#a7830f,970,11272,167,131,15
rock catracho,#b87b17,491,11494,184,123,23
japanese girl punk,#d96225,391,13411,217,98,37
swedish pop rap,#ab840a,1005,10331,171,132,10
canadian folk,#719712,664,7042,113,151,18
persian rock,#968b16,591,10353,150,139,22
persian pop,#a58a08,786,11876,165,138,8
ccm,#9c8a0f,353,13411,156,138,15
partyschlager,#e46705,817,17795,228,103,5
northern irish punk,#ca661b,421,11558,202,102,27
uk pop,#978f06,739,12515,151,143,6
swamp pop,#85830d,841,7610,133,131,13
adelaide indie,#a1851d,423,11632,161,133,29
burundian pop,#a48e02,1009,13448,164,142,2
mbira,#99901e,980,8463,153,144,30
idol kayo,#9e860e,734,13325,158,134,14
r&b italiano,#9a8c0e,838,11679,154,140,14
rap maromba,#a38a07,1085,12051,163,138,7
indie surf,#bf7840,363,13387,191,120,64
colombian pop,#b68b01,982,15609,182,139,1
uk christian rap,#a1890a,1011,9775,161,137,10
italian reggae,#b88410,1073,15811,184,132,16
nyc rap,#ac8206,1043,9997,172,130,6
indonesian black metal,#d54e84,155,11546,213,78,132
turkish alternative rock,#9c8827,482,12452,156,136,39
klapa,#729402,434,6904,114,148,2
dutch trap,#9a930e,1129,13471,154,147,14
norwegian trap,#8e9805,1084,13309,142,152,5
rap paraense,#929005,1095,11962,146,144,5
spanish reggae,#b5860f,1096,14282,181,134,15
latin hip hop,#bc8604,1140,16167,188,134,4
japanese disney,#82841c,513,6658,130,132,28
polish modern jazz,#5a96a1,604,4473,90,150,161
nashville sound,#609417,779,5371,96,148,23
classical piano trio,#1da48e,367,340,29,164,142
nueva ola chilena,#73910d,591,5807,115,145,13
latin talent show,#909402,739,10858,144,148,2
burkinabe traditional,#898854,1104,5622,137,136,84
vintage tango,#509249,955,1818,80,146,73
samba de roda,#6c8f0a,860,5542,108,143,10
modern jazz trio,#6096b9,779,5284,96,150,185
austrian stoner rock,#b6725d,307,11314,182,114,93
zouglou,#c27a0c,1013,14573,194,122,12
japanese vocal jazz,#5a9b0f,790,5117,90,155,15
jovem guarda,#8a8e0d,667,8661,138,142,13
indonesian idol pop,#b67f0a,591,16746,182,127,10
kurdish rock,#8f8c11,689,10132,143,140,17
polish prog,#948b49,375,11411,148,139,73
depressive black metal,#af59a0,95,9766,175,89,160
swiss experimental,#777e8c,756,8113,119,126,140
musique soninke,#9c8418,1124,7341,156,132,24
italian power metal,#d7621a,219,14902,215,98,26
brazilian power metal,#d56019,219,14509,213,96,25
thall,#db5e73,213,15179,219,94,115
kawaii metal,#e55725,219,16177,229,87,37
pagan black metal,#d14191,60,10712,209,65,145
french black metal,#cd438f,45,10761,205,67,143
edinburgh metal,#d3586e,175,11534,211,88,110
utah metal,#d65969,155,11031,214,89,105
finnish metal,#d76242,193,15052,215,98,66
symphonic black metal,#d94c77,100,12233,217,76,119
jalsat,#ad7c02,716,9781,173,124,2
uk pop punk,#d6660f,269,15988,214,102,15
spanish folk metal,#cd6a28,232,12430,205,106,40
brazilian progressive metal,#d06525,230,13757,208,101,37
russian heavy metal,#d06713,290,13372,208,103,19
metal cristao,#d7533a,224,12980,215,83,58
bomba y plena,#a4800e,1024,6880,164,128,14
texas pop punk,#d6650c,330,15762,214,101,12
brazilian death metal,#eb376f,173,9950,235,55,111
death metal,#e73c68,166,10884,231,60,104
chhattisgarhi pop,#cc7201,783,9401,204,114,1
korean experimental,#79869a,427,7819,121,134,154
japanese post-punk,#bd6a55,506,13498,189,106,85
minimal dnb,#af8bb8,1060,17341,175,139,184
komedi,#66770d,895,1704,102,119,13
icelandic traditional,#409e37,547,3879,64,158,55
dombra,#679495,1011,4813,103,148,149
german trance,#cb7e8d,841,18225,203,126,141
substep,#9e93a7,849,16240,158,147,167
baja indie,#9e825c,604,12931,158,130,92
hamilton on indie,#9f812b,566,11852,159,129,43
psydub,#9d96b5,935,17025,157,150,181
industrial,#ad686c,524,14285,173,104,108
